Strata;Plot;Individuals;Specie;Height;Diameter;Volume
2;6;1562;Cordia oncocalyx;3;3.978873577;0.003740408
2;6;1562;Cordia oncocalyx;3;4.360845441;0.004397197
2;6;1562;Cordia oncocalyx;3;4.774648293;0.005160081
2;6;1563;Senegalia tenuifolia;4.5;14.00563499;0.044281199
2;6;1563;Senegalia tenuifolia;4.5;11.4591559;0.031075526
2;6;1564;Godmania dardanoi;3;6.716338598;0.00942283
2;6;1565;Cnidoscolus quercifolius;3;4.933803236;0.005467487
2;6;1565;Cnidoscolus quercifolius;3;4.742817304;0.005099526
2;6;1566;morta;3;4.774648293;0.005160081
2;6;1567;Pityrocarpa moniliformis;4;5.729577951;0.008502948
2;6;1567;Pityrocarpa moniliformis;4;6.047887837;0.009354239
2;6;1568;Cnidoscolus quercifolius;3;3.819718634;0.00348042
2;6;1568;Cnidoscolus quercifolius;3;4.13802852;0.004008474
2;6;1569;Pityrocarpa moniliformis;4;5.665915974;0.008336925
2;6;1570;Cnidoscolus quercifolius;5;16.87042397;0.065632546
2;6;1570;Cnidoscolus quercifolius;5;9.45380362;0.023617983
2;6;1571;Pityrocarpa moniliformis;3;6.366197724;0.008573258
2;6;1572;Tabaroa caatingicola;3;3.183098862;0.002522866
2;6;1573;morta;3;4.297183463;0.004284544
2;7;1574;Jatropha mutabilis;2;4.13802852;0.003120371
2;7;1575;morta;2;4.13802852;0.003120371
2;7;1576;Annona leptopetala;2;4.297183463;0.003335276
2;7;1577;morta;4;6.68450761;0.011161328
2;7;1577;morta;4;5.092958179;0.006907113
2;7;1578;Jatropha mutabilis;2.5;4.774648293;0.004610475
2;7;1579;Godmania dardanoi;3;5.092958179;0.005782572
2;7;1579;Godmania dardanoi;3;4.61549335;0.004860413
2;7;1580;Diptychandra aurantiaca;2;4.774648293;0.004016832
2;7;1581;Pityrocarpa moniliformis;3;6.207042781;0.008198633
2;7;1581;Pityrocarpa moniliformis;3;6.047887837;0.007831283
2;7;1582;Cnidoscolus quercifolius;2;4.13802852;0.003120371
2;7;1583;Jatropha mutabilis;2;4.13802852;0.003120371
2;7;1584;Pityrocarpa moniliformis;4;5.729577951;0.008502948
2;7;1585;Godmania dardanoi;4;5.729577951;0.008502948
2;7;1585;Godmania dardanoi;4;5.315775099;0.007449297
2;7;1586;Annona leptopetala;3;3.087605896;0.002390833
2;7;1587;Jatropha mutabilis;1.5;3.819718634;0.00226821
2;7;1588;Pityrocarpa moniliformis;3;4.901972247;0.005405389
2;7;1589;Terminalia fagifolia;4;11.26816997;0.028050439
2;7;1589;Terminalia fagifolia;4;9.45380362;0.020576941
2;7;1590;Pityrocarpa moniliformis;3;3.819718634;0.00348042
2;7;1591;Pityrocarpa moniliformis;4;7.321127382;0.013105082
2;7;1592;Pityrocarpa moniliformis;4;9.549296586;0.020945163
2;7;1593;Pityrocarpa moniliformis;4;11.14084602;0.027493504
2;7;1594;Pityrocarpa moniliformis;4;6.68450761;0.011161328
2;7;1595;Pityrocarpa moniliformis;3;5.729577951;0.00711859
2;7;1596;Pityrocarpa moniliformis;3;6.047887837;0.007831283
2;7;1596;Pityrocarpa moniliformis;3;5.411268065;0.006435552
2;7;1597;Pityrocarpa moniliformis;3;3.501408748;0.002984992
2;7;1598;Pityrocarpa moniliformis;4;6.047887837;0.009354239
2;7;1599;Godmania dardanoi;3;4.13802852;0.004008474
2;7;1600;Pityrocarpa moniliformis;3;4.774648293;0.005160081
2;7;1601;Pityrocarpa moniliformis;3;6.047887837;0.007831283
2;7;1602;Pityrocarpa moniliformis;3;4.13802852;0.004008474
2;7;1603;Pityrocarpa moniliformis;3;4.774648293;0.005160081
2;7;1603;Pityrocarpa moniliformis;3;4.520000384;0.004684353
2;7;1604;Ziziphus joazeiro;2;5.092958179;0.004501406
2;7;1604;Ziziphus joazeiro;2;4.679155327;0.003876142
2;7;1604;Ziziphus joazeiro;2;4.774648293;0.004016832
2;7;1605;Cnidoscolus quercifolius;4.5;12.63690248;0.0369318
2;7;1606;morta;3;3.183098862;0.002522866
2;7;1607;Cenostigma bracteosum;4;7.321127382;0.013105082
2;7;1607;Cenostigma bracteosum;4;5.729577951;0.008502948
2;7;1608;Ziziphus joazeiro;4;6.047887837;0.009354239
2;7;1608;Ziziphus joazeiro;4;6.68450761;0.011161328
2;7;1608;Ziziphus joazeiro;4;6.366197724;0.010240506
2;7;1609;Pityrocarpa moniliformis;3;5.729577951;0.00711859
2;7;1610;Pityrocarpa moniliformis;4;7.639437268;0.014127291
2;7;1611;morta;4;3.501408748;0.003565485
2;7;1612;morta;3;5.092958179;0.005782572
2;7;1613;morta;2;3.087605896;0.001861129
2;7;1614;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;7;1614;Pityrocarpa moniliformis;4;7.798592212;0.014650829
2;7;1615;Pityrocarpa moniliformis;3;6.68450761;0.009344161
2;7;1615;Pityrocarpa moniliformis;3;7.161972439;0.010554042
2;7;1616;Godmania dardanoi;3;4.297183463;0.004284544
2;7;1617;morta;2;3.183098862;0.001963909
2;7;1618;Ziziphus joazeiro;3;7.639437268;0.011827238
2;7;1618;Ziziphus joazeiro;3;7.130141451;0.010471403
2;7;1618;Ziziphus joazeiro;3;6.68450761;0.009344161
2;7;1618;Ziziphus joazeiro;3;6.366197724;0.008573258
2;7;1619;Godmania dardanoi;4;8.085071109;0.015613927
2;7;1620;Pityrocarpa moniliformis;4;5.729577951;0.008502948
2;7;1621;Pityrocarpa moniliformis;4;5.729577951;0.008502948
2;7;1622;Pityrocarpa moniliformis;3;6.68450761;0.009344161
2;7;1623;Jatropha mutabilis;2;3.501408748;0.002323648
2;7;1624;Jatropha mutabilis;2;5.092958179;0.004501406
2;7;1625;Pityrocarpa moniliformis;4;8.912676813;0.018544078
2;7;1625;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;7;1626;Pityrocarpa moniliformis;4;8.912676813;0.018544078
2;7;1627;Pityrocarpa moniliformis;3;6.238873769;0.008272977
2;7;1628;Luehea ochrophylla;3;5.729577951;0.00711859
2;7;1628;Luehea ochrophylla;3;5.411268065;0.006435552
2;7;1629;Pityrocarpa moniliformis;4;6.366197724;0.010240506
2;7;1630;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;7;1631;Eugenia sp.1;2;4.774648293;0.004016832
2;7;1632;Pityrocarpa moniliformis;4;9.45380362;0.020576941
2;7;1632;Pityrocarpa moniliformis;4;8.276057041;0.016270704
2;7;1633;morta;2;4.13802852;0.003120371
2;7;1634;Pityrocarpa moniliformis;4;11.4591559;0.028894901
2;7;1634;Pityrocarpa moniliformis;4;6.68450761;0.011161328
2;7;1635;Pityrocarpa moniliformis;2;3.819718634;0.002709311
2;7;1636;Luetzelburgia bahiensis;3;5.729577951;0.00711859
2;7;1637;Jatropha mutabilis;2;5.092958179;0.004501406
2;7;1638;Godmania dardanoi;2;4.774648293;0.004016832
2;7;1639;Jatropha mutabilis;2;3.819718634;0.002709311
2;7;1640;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;8;1641;Cenostigma bracteosum;3;5.092958179;0.005782572
2;8;1642;Pityrocarpa moniliformis;3;5.729577951;0.00711859
2;8;1643;morta;3;4.933803236;0.005467487
2;8;1643;morta;3;4.933803236;0.005467487
2;8;1644;Pityrocarpa moniliformis;2;3.819718634;0.002709311
2;8;1645;Eugenia sp.1;4;3.69239468;0.00391583
2;8;1646;Pityrocarpa moniliformis;4;9.390141642;0.020333034
2;8;1647;Pityrocarpa moniliformis;3;5.252113122;0.006105278
2;8;1648;Ziziphus joazeiro;3.5;4.774648293;0.005675577
2;8;1649;Pityrocarpa moniliformis;4.5;5.729577951;0.009144643
2;8;1650;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;8;1651;Pityrocarpa moniliformis;2.5;4.13802852;0.003581528
2;8;1652;Pityrocarpa moniliformis;2;3.501408748;0.002323648
2;8;1653;morta;4;5.729577951;0.008502948
2;8;1654;Handroanthus selachidentatus;2;3.787887646;0.002669593
2;8;1655;Pityrocarpa moniliformis;2.5;4.456338407;0.004081945
2;8;1656;Pityrocarpa moniliformis;4;6.047887837;0.009354239
2;8;1657;Pityrocarpa moniliformis;4;6.68450761;0.011161328
2;8;1658;Pityrocarpa moniliformis;4.5;7.957747155;0.016328396
2;8;1659;Pityrocarpa moniliformis;4;4.774648293;0.006163566
2;8;1660;Jatropha mutabilis;1;3.947042589;0.001870862
2;8;1661;Pityrocarpa moniliformis;4;3.501408748;0.003565485
2;8;1661;Pityrocarpa moniliformis;4;3.342253805;0.003284461
2;8;1662;Godmania dardanoi;3;5.729577951;0.00711859
2;8;1663;Jatropha mutabilis;2;4.456338407;0.003556356
2;8;1664;Pityrocarpa moniliformis;4;6.047887837;0.009354239
2;8;1665;Annona leptopetala;2;3.819718634;0.002709311
2;8;1666;Handroanthus selachidentatus;2.5;4.13802852;0.003581528
2;8;1667;Pityrocarpa moniliformis;3.5;7.321127382;0.012067511
2;8;1668;Godmania dardanoi;2;3.819718634;0.002709311
2;8;1669;Cenostigma bracteosum;3;3.819718634;0.00348042
2;8;1670;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;8;1671;Pityrocarpa moniliformis;4;6.047887837;0.009354239
2;8;1672;Pityrocarpa moniliformis;4;9.549296586;0.020945163
2;8;1673;Pityrocarpa moniliformis;3;4.774648293;0.005160081
2;8;1674;Pityrocarpa moniliformis;4;8.912676813;0.018544078
2;8;1675;morta;3;3.819718634;0.00348042
2;8;1676;Terminalia fagifolia;3;7.480282325;0.011395865
2;8;1676;Terminalia fagifolia;3;7.002817496;0.010143664
2;8;1677;Terminalia fagifolia;3;3.819718634;0.00348042
2;8;1677;Terminalia fagifolia;3;4.13802852;0.004008474
2;8;1678;Pityrocarpa moniliformis;4;7.480282325;0.013612028
2;8;1678;Pityrocarpa moniliformis;4;7.957747155;0.015182604
2;8;1678;Pityrocarpa moniliformis;4;7.639437268;0.014127291
2;8;1678;Pityrocarpa moniliformis;4;8.912676813;0.018544078
2;8;1679;Eugenia sp.1;3.5;3.087605896;0.002629679
2;8;1680;Cenostigma bracteosum;4;3.660563691;0.003856453
2;8;1680;Cenostigma bracteosum;4;3.087605896;0.00285578
2;8;1681;morta;3;3.819718634;0.00348042
2;8;1682;Pityrocarpa moniliformis;3;6.334366735;0.008497753
2;8;1682;Pityrocarpa moniliformis;3;5.092958179;0.005782572
2;8;1683;Pityrocarpa moniliformis;4;11.58647986;0.029463897
2;8;1684;Anadenanthera colubrina;3.5;5.98422586;0.008454267
2;8;1685;Eugenia sp.1;2;3.183098862;0.001963909
2;8;1686;Pityrocarpa moniliformis;3;4.774648293;0.005160081
2;8;1687;Cnidoscolus quercifolius;3;8.658028904;0.014750701
2;8;1688;Pityrocarpa moniliformis;4;11.30000096;0.028190429
3;9;989;Senegalia tenuifolia;4.5;10.82253613;0.028093789
3;9;990;Senegalia tenuifolia;4;10.50422624;0.024781793
3;9;990;Senegalia tenuifolia;4;9.103662745;0.019251091
3;9;991;Senegalia tenuifolia;4;6.207042781;0.009793027
3;9;992;Senegalia tenuifolia;4.5;9.549296586;0.022525841
3;9;992;Senegalia tenuifolia;4.5;5.729577951;0.009144643
3;9;992;Senegalia tenuifolia;4.5;5.156620156;0.007593026
3;9;992;Senegalia tenuifolia;4.5;5.729577951;0.009144643
3;9;993;Senegalia tenuifolia;4;10.98169107;0.026804152
3;9;993;Senegalia tenuifolia;4;5.729577951;0.008502948
3;9;994;Senegalia tenuifolia;4;11.14084602;0.027493504
3;9;994;Senegalia tenuifolia;4;5.092958179;0.006907113
3;9;995;Senegalia tenuifolia;4;12.09577567;0.031787779
3;9;996;morta;3;6.366197724;0.008573258
3;9;997;Senegalia tenuifolia;4;11.77746579;0.030326391
3;9;997;Senegalia tenuifolia;4;9.230986699;0.019728789
3;9;998;Senegalia tenuifolia;4;6.68450761;0.011161328
3;9;998;Senegalia tenuifolia;4;6.047887837;0.009354239
3;9;999;Senegalia tenuifolia;4;10.82253613;0.026122399
3;9;1000;Senegalia tenuifolia;3;5.729577951;0.00711859
3;9;1001;Senegalia tenuifolia;4;5.092958179;0.006907113
3;9;1002;Senegalia tenuifolia;4.5;7.639437268;0.015193441
3;9;1003;Ziziphus joazeiro;4;6.047887837;0.009354239
3;9;1003;Ziziphus joazeiro;4;4.774648293;0.006163566
3;9;1003;Ziziphus joazeiro;4;3.978873577;0.004467808
3;9;1003;Ziziphus joazeiro;4;5.092958179;0.006907113
3;9;1004;Senegalia tenuifolia;4;7.321127382;0.013105082
3;9;1004;Senegalia tenuifolia;4;6.68450761;0.011161328
3;9;1004;Senegalia tenuifolia;4;7.957747155;0.015182604
3;9;1004;Senegalia tenuifolia;4;6.366197724;0.010240506
3;9;1005;Senegalia tenuifolia;4;9.549296586;0.020945163
3;9;1005;Senegalia tenuifolia;4;7.639437268;0.014127291
3;9;1005;Senegalia tenuifolia;4;8.371550007;0.016603483
3;9;1006;Senegalia tenuifolia;3;3.819718634;0.00348042
3;9;1007;Senegalia tenuifolia;4.5;12.41408556;0.035790351
3;9;1008;Senegalia tenuifolia;3;4.774648293;0.005160081
3;9;1009;Senegalia tenuifolia;3;6.366197724;0.008573258
3;9;1010;Senegalia tenuifolia;4;7.161972439;0.012606495
3;9;1011;Senegalia tenuifolia;4.5;10.82253613;0.028093789
3;9;1012;Senegalia tenuifolia;4;5.411268065;0.007687079
3;9;1013;Senegalia tenuifolia;4;9.549296586;0.020945163
3;9;1014;Senegalia tenuifolia;4;7.639437268;0.014127291
3;9;1014;Senegalia tenuifolia;4;7.002817496;0.01211631
3;9;1014;Senegalia tenuifolia;4;7.002817496;0.01211631
3;9;1015;Senegalia tenuifolia;3;6.366197724;0.008573258
3;9;1016;Senegalia tenuifolia;3;6.68450761;0.009344161
3;9;1017;Cordia trichotoma;2;4.456338407;0.003556356
3;9;1018;Ziziphus joazeiro;3;4.13802852;0.004008474
3;9;1018;Ziziphus joazeiro;3;5.411268065;0.006435552
3;9;1018;Ziziphus joazeiro;3;3.978873577;0.003740408
3;9;1018;Ziziphus joazeiro;3;4.13802852;0.004008474
3;9;1019;Ziziphus joazeiro;3;14.32394488;0.035864975
3;9;1019;Ziziphus joazeiro;3;12.73239545;0.02913383
3;9;1019;Ziziphus joazeiro;3;16.2338042;0.044730098
3;9;1019;Ziziphus joazeiro;3;11.14084602;0.02301731
3;9;1020;Cereus jamacaru;4;7.957747155;0.015182604
3;9;1020;Cereus jamacaru;4;8.912676813;0.018544078
3;9;1021;Pereskia bahiensis;4;7.639437268;0.014127291
3;9;1021;Pereskia bahiensis;4;7.480282325;0.013612028
3;9;1021;Pereskia bahiensis;4;6.270704758;0.009970979
3;9;1021;Pereskia bahiensis;4;4.13802852;0.004788005
3;9;1021;Pereskia bahiensis;4;5.888732894;0.008924194
3;9;1022;Lachesiodendron viridiflorum;4;14.32394488;0.042839665
3;9;1023;Senegalia tenuifolia;4;9.071831756;0.019132459
3;9;1023;Senegalia tenuifolia;4;7.957747155;0.015182604
3;10;1024;Senegalia tenuifolia;5;11.77746579;0.034808293
3;10;1024;Senegalia tenuifolia;5;8.467042972;0.019442598
3;10;1025;Senegalia tenuifolia;4;6.366197724;0.010240506
3;10;1025;Senegalia tenuifolia;4;5.856901906;0.008839239
3;10;1025;Senegalia tenuifolia;4;6.207042781;0.009793027
3;10;1025;Senegalia tenuifolia;4;5.092958179;0.006907113
3;10;1025;Senegalia tenuifolia;4;4.456338407;0.005456995
3;10;1026;Senegalia tenuifolia;4.5;12.22309963;0.03482435
3;10;1027;Senegalia tenuifolia;4;9.230986699;0.019728789
3;10;1028;Senegalia tenuifolia;4;5.092958179;0.006907113
3;10;1028;Senegalia tenuifolia;4;6.366197724;0.010240506
3;10;1029;Senegalia tenuifolia;4.5;8.276057041;0.017498613
3;10;1030;Senegalia tenuifolia;4.5;13.68732511;0.042520604
3;10;1031;Senegalia tenuifolia;4;9.390141642;0.020333034
3;10;1032;Senegalia tenuifolia;4.5;14.32394488;0.046072666
3;10;1032;Senegalia tenuifolia;4.5;15.27887454;0.051630683
3;10;1032;Senegalia tenuifolia;4.5;10.82253613;0.028093789
3;10;1033;Senegalia tenuifolia;4;3.819718634;0.00415726
3;10;1034;Senegalia tenuifolia;4;7.002817496;0.01211631
3;10;1035;Senegalia tenuifolia;4;6.366197724;0.010240506
3;10;1036;Senegalia tenuifolia;4;5.570423008;0.008090556
3;10;1036;Senegalia tenuifolia;4;5.092958179;0.006907113
3;10;1037;Senegalia tenuifolia;3.5;3.501408748;0.003283195
3;10;1038;Senegalia tenuifolia;4;4.13802852;0.004788005
3;10;1039;Senegalia tenuifolia;3.5;5.411268065;0.007078469
3;10;1040;Senegalia tenuifolia;3.5;3.501408748;0.003283195
3;10;1041;Senegalia tenuifolia;3;4.201690498;0.004117946
3;10;1042;morta;5;12.73239545;0.039942488
3;10;1043;morta;3.5;5.53859202;0.007375036
3;10;1044;Senegalia tenuifolia;3.5;3.819718634;0.003828116
3;10;1044;Senegalia tenuifolia;3.5;3.978873577;0.004114078
3;10;1045;Senegalia tenuifolia;3;8.276057041;0.013621685
3;10;1046;Senegalia tenuifolia;4.5;12.41408556;0.035790351
3;10;1047;Senegalia tenuifolia;4;8.276057041;0.016270704
3;10;1048;Senegalia tenuifolia;4;5.729577951;0.008502948
3;10;1048;Senegalia tenuifolia;4;5.665915974;0.008336925
3;10;1049;Senegalia tenuifolia;3;3.819718634;0.00348042
3;10;1049;Senegalia tenuifolia;3;4.13802852;0.004008474
3;10;1050;Senegalia tenuifolia;4.5;6.366197724;0.011013331
3;10;1050;Senegalia tenuifolia;4.5;7.480282325;0.014639293
3;11;1051;Senegalia tenuifolia;4;7.321127382;0.013105082
3;11;1051;Senegalia tenuifolia;4;7.002817496;0.01211631
3;11;1052;Senegalia tenuifolia;4;9.230986699;0.019728789
3;11;1052;Senegalia tenuifolia;4;5.092958179;0.006907113
3;11;1052;Senegalia tenuifolia;4;5.888732894;0.008924194
3;11;1053;Senegalia tenuifolia;4;5.729577951;0.008502948
3;11;1053;Senegalia tenuifolia;4;5.252113122;0.007292577
3;11;1053;Senegalia tenuifolia;4;4.13802852;0.004788005
3;11;1054;morta;3;8.276057041;0.013621685
3;11;1055;Senna spectabilis;6;17.18873385;0.075920026
3;11;1055;Senna spectabilis;6;14.96056465;0.059422012
3;11;1055;Senna spectabilis;6;11.4591559;0.037118808
3;11;1056;Senegalia tenuifolia;4;5.092958179;0.006907113
3;11;1056;Senegalia tenuifolia;4;3.819718634;0.00415726
3;11;1057;Senegalia tenuifolia;3;4.13802852;0.004008474
3;11;1058;Senegalia tenuifolia;3;9.549296586;0.017535098
3;11;1058;Senegalia tenuifolia;3;9.549296586;0.017535098
3;11;1058;Senegalia tenuifolia;3;7.321127382;0.010971455
3;11;1058;Senegalia tenuifolia;3;6.366197724;0.008573258
3;11;1059;Senegalia tenuifolia;4;8.276057041;0.016270704
3;11;1059;Senegalia tenuifolia;4;7.957747155;0.015182604
3;11;1059;Senegalia tenuifolia;4;6.525352667;0.010696622
3;11;1060;Lachesiodendron viridiflorum;5;20.6901426;0.094090313
3;11;1060;Lachesiodendron viridiflorum;5;18.14366351;0.074625028
3;11;1061;Senegalia tenuifolia;3;6.68450761;0.009344161
3;11;1061;Senegalia tenuifolia;3;4.61549335;0.004860413
3;11;1061;Senegalia tenuifolia;3;5.729577951;0.00711859
3;11;1062;Senegalia tenuifolia;4;7.480282325;0.013612028
3;11;1062;Senegalia tenuifolia;4;4.774648293;0.006163566
3;11;1062;Senegalia tenuifolia;4;4.456338407;0.005456995
3;11;1063;Senegalia tenuifolia;4.5;8.276057041;0.017498613
3;11;1064;Senegalia tenuifolia;3;3.988422874;0.003756265
3;11;1065;Senegalia tenuifolia;3;3.988422874;0.003756265
3;11;1066;Senegalia tenuifolia;3;11.10901503;0.022901378
3;11;1067;Senegalia tenuifolia;4;6.780000576;0.011444253
3;11;1068;Senegalia tenuifolia;3;4.297183463;0.004284544
3;11;1069;Senegalia tenuifolia;4;8.658028904;0.017619282
3;11;1070;Senegalia tenuifolia;3.5;6.843662553;0.010713427
3;11;1071;Senegalia tenuifolia;3;3.501408748;0.002984992
3;11;1072;Senegalia tenuifolia;3.5;4.360845441;0.00483648
3;11;1072;Senegalia tenuifolia;3.5;4.488169395;0.005088462
3;11;1073;Senegalia tenuifolia;4;6.175211792;0.009704573
3;11;1074;Senegalia tenuifolia;4;8.435211984;0.016826955
3;12;1075;Senegalia tenuifolia;4;6.207042781;0.009793027
3;12;1075;Senegalia tenuifolia;4;4.774648293;0.006163566
3;12;1075;Senegalia tenuifolia;4;5.188451145;0.007137303
3;12;1075;Senegalia tenuifolia;4;4.456338407;0.005456995
3;12;1076;Senegalia tenuifolia;4;5.729577951;0.008502948
3;12;1076;Senegalia tenuifolia;4;4.901972247;0.00645658
3;12;1076;Senegalia tenuifolia;4;3.9152116;0.004342426
3;12;1076;Senegalia tenuifolia;4;3.183098862;0.00301349
3;12;1077;Senegalia tenuifolia;4;3.819718634;0.00415726
3;12;1077;Senegalia tenuifolia;4;4.297183463;0.005117762
3;12;1077;Senegalia tenuifolia;4;3.183098862;0.00301349
3;12;1078;Senegalia tenuifolia;4;10.18591636;0.023471901
3;12;1079;Senegalia tenuifolia;4;8.403380995;0.016715057
3;12;1080;Senegalia tenuifolia;3;3.183098862;0.002522866
3;12;1081;Senegalia tenuifolia;4.5;10.88619811;0.028386088
3;12;1081;Senegalia tenuifolia;4.5;9.708451529;0.02319261
3;12;1081;Senegalia tenuifolia;4.5;11.4591559;0.031075526
3;12;1082;morta;4.5;15.91549431;0.055487511
3;12;1083;Ziziphus joazeiro;5;11.77746579;0.034808293
3;12;1083;Ziziphus joazeiro;5;9.549296586;0.024040624
3;12;1083;Ziziphus joazeiro;5;4.13802852;0.005495619
3;12;1084;Senegalia tenuifolia;4;5.729577951;0.008502948
3;12;1085;Senegalia tenuifolia;4;6.143380803;0.009616466
3;12;1086;Senegalia tenuifolia;4;4.456338407;0.005456995
3;12;1086;Senegalia tenuifolia;4;3.978873577;0.004467808
3;12;1086;Senegalia tenuifolia;4;4.774648293;0.006163566
3;12;1087;Senegalia tenuifolia;4;5.443099054;0.007767058
3;12;1088;Senegalia tenuifolia;2.5;3.819718634;0.003109717
3;12;1088;Senegalia tenuifolia;2.5;3.501408748;0.002667057
3;12;1089;Senegalia tenuifolia;2.5;3.087605896;0.002136183
3;12;1090;Senegalia tenuifolia;4;5.729577951;0.008502948
3;12;1091;Senegalia tenuifolia;4;3.087605896;0.00285578
3;12;1092;Senegalia tenuifolia;4;3.087605896;0.00285578
3;12;1092;Senegalia tenuifolia;4;3.183098862;0.00301349
3;12;1092;Senegalia tenuifolia;4;3.183098862;0.00301349
3;12;1093;Senegalia tenuifolia;3;9.708451529;0.018054141
3;12;1094;Senegalia tenuifolia;4;8.912676813;0.018544078
3;12;1095;Lachesiodendron viridiflorum;4;4.13802852;0.004788005
3;12;1096;Senegalia tenuifolia;4;6.68450761;0.011161328
3;12;1096;Senegalia tenuifolia;4;7.002817496;0.01211631
3;12;1097;Senegalia tenuifolia;4;11.61831085;0.029606897
3;12;1097;Senegalia tenuifolia;4;5.411268065;0.007687079
3;12;1097;Senegalia tenuifolia;4;6.302535746;0.010060475
2;13;307;Eugenia sp.1;4;4.520000384;0.005595322
2;13;308;Lachesiodendron viridiflorum;3;5.092958179;0.005782572
2;13;309;Lachesiodendron viridiflorum;2;3.565070725;0.002398724
2;13;310;Handroanthus selachidentatus;4;5.888732894;0.008924194
2;13;310;Handroanthus selachidentatus;4;3.501408748;0.003565485
2;13;311;Acosmium diffusissimum;3.5;4.870141259;0.005877429
2;13;312;Acosmium diffusissimum;4;6.238873769;0.00988183
2;13;313;Peltogyne confertiflora;3.5;4.742817304;0.005608973
2;13;313;Peltogyne confertiflora;3.5;4.679155327;0.005476788
2;13;314;Pityrocarpa moniliformis;6;18.78028328;0.088761923
2;13;315;Eugenia sp.1;3;4.13802852;0.004008474
2;13;316;Lachesiodendron viridiflorum;3;3.978873577;0.003740408
2;13;317;Lachesiodendron viridiflorum;4;7.957747155;0.015182604
2;13;318;Zanthoxylum hamadryadicum;3;5.856901906;0.00740013
2;13;319;Lachesiodendron viridiflorum;3;5.729577951;0.00711859
2;13;319;Lachesiodendron viridiflorum;3;5.092958179;0.005782572
2;13;320;Eugenia sp.1;2;3.947042589;0.002870715
2;13;321;Handroanthus selachidentatus;3;6.366197724;0.008573258
2;13;322;Handroanthus selachidentatus;3.5;4.201690498;0.004529332
2;13;323;Dalbergia cearensis;2.5;4.679155327;0.004448992
2;13;324;Peltogyne confertiflora;3;3.501408748;0.002984992
2;13;325;Lachesiodendron viridiflorum;2;5.156620156;0.00460118
2;13;326;morta;3;7.321127382;0.010971455
2;13;327;Pityrocarpa moniliformis;4;5.856901906;0.008839239
2;13;328;Lachesiodendron viridiflorum;4;4.456338407;0.005456995
2;13;329;Pityrocarpa moniliformis;5;14.32394488;0.049170889
2;13;330;Lachesiodendron viridiflorum;3;4.456338407;0.004568546
2;13;330;Lachesiodendron viridiflorum;3;4.774648293;0.005160081
2;13;331;Pityrocarpa moniliformis;6;17.18873385;0.075920026
2;13;332;Luetzelburgia bahiensis;4;5.092958179;0.006907113
2;13;333;Pityrocarpa moniliformis;4;5.856901906;0.008839239
2;13;334;Luetzelburgia bahiensis;3;4.774648293;0.005160081
2;13;335;Lachesiodendron viridiflorum;3.5;4.456338407;0.005024947
2;13;336;Lachesiodendron viridiflorum;4;7.512113314;0.013714416
2;13;337;Pityrocarpa moniliformis;4;9.071831756;0.019132459
2;13;338;Lachesiodendron viridiflorum;3;4.933803236;0.005467487
2;13;339;Pityrocarpa moniliformis;5;5.411268065;0.008823143
2;13;340;Lachesiodendron viridiflorum;3;5.029296202;0.00565562
2;13;340;Lachesiodendron viridiflorum;3;4.679155327;0.004979348
2;13;340;Lachesiodendron viridiflorum;3;4.424507418;0.004511114
2;13;341;Pityrocarpa moniliformis;5;10.56788822;0.028749199
2;13;342;Pityrocarpa moniliformis;6;9.549296586;0.026906459
2;13;343;Psidium rufum;4;5.856901906;0.008839239
2;13;344;Eugenia sp.1;3;4.488169395;0.004626292
2;13;345;Lachesiodendron viridiflorum;3;4.297183463;0.004284544
2;13;346;Lachesiodendron viridiflorum;3;3.947042589;0.003687762
2;13;347;Handroanthus selachidentatus;4;5.156620156;0.00706021
2;13;348;Peltogyne confertiflora;4;7.384789359;0.01330686
2;13;349;Eugenia sp.1;4;4.551831372;0.005665048
2;13;350;Neocalyptrocalyx longifolium;4;5.092958179;0.006907113
2;13;350;Neocalyptrocalyx longifolium;4;5.506761031;0.007928092
2;13;351;Piptadenia stipulacea;4;7.734930234;0.014440423
2;13;352;Lachesiodendron viridiflorum;3;5.729577951;0.00711859
2;13;352;Lachesiodendron viridiflorum;3;4.13802852;0.004008474
2;13;352;Lachesiodendron viridiflorum;3;4.83831027;0.005282118
2;13;352;Lachesiodendron viridiflorum;3;3.819718634;0.00348042
2;13;353;Acosmium diffusissimum;5;8.403380995;0.019185356
2;13;354;Acosmium diffusissimum;4;4.456338407;0.005456995
2;13;355;Piptadenia stipulacea;4;5.156620156;0.00706021
2;13;356;Pityrocarpa moniliformis;4;5.156620156;0.00706021
2;13;357;Dalbergia cearensis;5;9.230986699;0.022644484
2;13;357;Dalbergia cearensis;5;7.8304232;0.016937376
2;13;357;Dalbergia cearensis;5;8.912676813;0.021284685
2;13;357;Dalbergia cearensis;5;9.67662054;0.02460919
2;13;358;Dalbergia cearensis;4;7.639437268;0.014127291
2;13;359;Eugenia sp.1;3;4.13802852;0.004008474
2;13;360;Eugenia sp.1;4;6.016056849;0.009267529
