Strata;Plot;Individuals;Specie;Height;Diameter
3;12;1085;Senegalia tenuifolia;4;6.143380803
3;12;1086;Senegalia tenuifolia;4;4.456338407
3;12;1086;Senegalia tenuifolia;4;3.978873577
3;12;1086;Senegalia tenuifolia;4;4.774648293
3;12;1087;Senegalia tenuifolia;4;5.443099054
3;12;1088;Senegalia tenuifolia;2.5;3.819718634
3;12;1088;Senegalia tenuifolia;2.5;3.501408748
3;12;1089;Senegalia tenuifolia;2.5;3.087605896
3;12;1090;Senegalia tenuifolia;4;5.729577951
3;12;1091;Senegalia tenuifolia;4;3.087605896
3;12;1092;Senegalia tenuifolia;4;3.087605896
3;12;1092;Senegalia tenuifolia;4;3.183098862
3;12;1092;Senegalia tenuifolia;4;3.183098862
3;12;1093;Senegalia tenuifolia;3;9.708451529
3;12;1094;Senegalia tenuifolia;4;8.912676813
3;12;1095;Lachesiodendron viridiflorum;4;4.13802852
3;12;1096;Senegalia tenuifolia;4;6.68450761
3;12;1096;Senegalia tenuifolia;4;7.002817496
3;12;1097;Senegalia tenuifolia;4;11.61831085
3;12;1097;Senegalia tenuifolia;4;5.411268065
3;12;1097;Senegalia tenuifolia;4;6.302535746
4;15;464;Acosmium diffusissimum;5;9.199155711
4;15;464;Acosmium diffusissimum;5;5.729577951
4;15;464;Acosmium diffusissimum;5;5.220282133
4;15;464;Acosmium diffusissimum;5;6.90732453
4;15;464;Acosmium diffusissimum;5;8.276057041
4;15;465;Croton nepetifolius;3;5.729577951
4;15;466;Guapira opposita;4;8.403380995
4;15;467;Croton nepetifolius;3;10.82253613
4;15;468;Acosmium diffusissimum;3;9.549296586
4;15;468;Acosmium diffusissimum;3;5.856901906
4;15;468;Acosmium diffusissimum;3;7.639437268
4;15;468;Acosmium diffusissimum;3;5.729577951
4;15;468;Acosmium diffusissimum;3;5.220282133
4;15;468;Acosmium diffusissimum;3;6.366197724
4;15;468;Acosmium diffusissimum;3;6.68450761
4;15;469;Lachesiodendron viridiflorum;4;8.276057041
4;15;469;Lachesiodendron viridiflorum;4;6.68450761
4;15;470;Guapira opposita;5;10.82253613
4;15;471;Eugenia sp.1;3;4.13802852
4;15;472;Dahlstedtia araripensis;3;4.456338407
4;15;473;morta;3;10.82253613
4;15;474;Guapira opposita;4;7.639437268
4;15;475;morta;2;5.411268065
4;15;476;Acosmium diffusissimum;5;12.09577567
4;15;476;Acosmium diffusissimum;5;5.729577951
4;15;477;morta;3;4.774648293
4;15;478;Piptadenia stipulacea;5;6.047887837
4;15;478;Piptadenia stipulacea;5;7.639437268
4;15;479;Commiphora leptophloeos;4;11.77746579
4;15;480;Jatropha mollissima;4;10.82253613
4;15;481;Eugenia sp.1;4;5.474930042
4;15;482;Dahlstedtia araripensis;7;11.4591559
4;15;483;Dahlstedtia araripensis;8;11.14084602
4;15;484;Dahlstedtia araripensis;7;10.82253613
4;15;485;Pityrocarpa moniliformis;4;7.639437268
4;15;486;Pityrocarpa moniliformis;6;9.867606472
4;15;486;Pityrocarpa moniliformis;3;10.82253613
4;15;487;Acosmium diffusissimum;5;7.321127382
4;15;488;Acosmium diffusissimum;6;8.912676813
4;15;489;Acosmium diffusissimum;5;5.411268065
4;15;489;Acosmium diffusissimum;5;5.411268065
4;15;490;morta;4;11.4591559
4;15;491;Acosmium diffusissimum;5;5.092958179
4;15;492;Acosmium diffusissimum;4.5;6.366197724
4;15;493;Acosmium diffusissimum;5.5;5.729577951
4;15;494;Acosmium diffusissimum;5;6.047887837
4;15;494;Acosmium diffusissimum;5;6.366197724
4;15;495;Acosmium diffusissimum;6;8.594366927
4;15;495;Acosmium diffusissimum;6;5.092958179
4;15;496;Acosmium diffusissimum;6;6.68450761
4;15;497;Acosmium diffusissimum;6;5.634084985
4;15;498;morta;4;6.047887837
4;15;499;Lachesiodendron viridiflorum;4;4.997465213
4;15;500;Acosmium diffusissimum;6;7.639437268
4;15;501;Acosmium diffusissimum;5;6.366197724
4;15;502;Acosmium diffusissimum;5;5.474930042
4;15;503;morta;4;6.047887837
4;15;504;Lachesiodendron viridiflorum;5;5.092958179
4;15;504;Lachesiodendron viridiflorum;5;5.729577951
4;15;504;Lachesiodendron viridiflorum;5;5.092958179
4;15;504;Lachesiodendron viridiflorum;5;5.411268065
4;15;505;Guapira opposita;5;6.366197724
4;15;506;Acosmium diffusissimum;5;5.729577951
4;15;507;Goniorrhachis marginata;5;7.002817496
4;16;508;Goniorrhachis marginata;6;9.230986699
4;16;509;Lachesiodendron viridiflorum;4;5.092958179
4;16;509;Lachesiodendron viridiflorum;4;5.092958179
4;16;510;Lachesiodendron viridiflorum;4;5.252113122
4;16;511;Goniorrhachis marginata;6;10.82253613
4;16;512;Dalbergia cearensis;4;5.602253997
4;16;513;Acosmium diffusissimum;5;9.867606472
4;16;514;Goniorrhachis marginata;8;10.18591636
4;16;515;Alseis sertaneja;3;5.220282133
4;16;516;Goniorrhachis marginata;8;13.65549412
4;16;517;Acosmium diffusissimum;5;5.411268065
4;16;517;Acosmium diffusissimum;5;5.092958179
4;16;517;Acosmium diffusissimum;5;5.53859202
4;16;517;Acosmium diffusissimum;5;5.092958179
4;16;518;Lachesiodendron viridiflorum;4;6.811831564
4;16;519;Lachesiodendron viridiflorum;3;5.315775099
4;16;520;Lachesiodendron viridiflorum;4;4.997465213
4;16;521;morta;4;5.729577951
4;16;522;morta;6;11.4591559
4;16;522;morta;6;12.22309963
4;16;523;Lachesiodendron viridiflorum;5;5.411268065
4;16;524;Goniorrhachis marginata;4;5.411268065
4;16;525;Goniorrhachis marginata;4;5.474930042
4;16;526;Piptadenia stipulacea;4.5;5.729577951
4;16;527;Goniorrhachis marginata;5;7.321127382
4;16;528;Goniorrhachis marginata;7.5;12.73239545
4;16;529;Lachesiodendron viridiflorum;4;5.092958179
4;16;530;Lachesiodendron viridiflorum;6;7.002817496
4;16;531;Lachesiodendron viridiflorum;4;4.997465213
4;16;532;Magonia pubescens;5;7.957747155
4;16;533;Acosmium diffusissimum;5;5.952394872
4;16;534;morta;4;9.549296586
4;16;535;Goniorrhachis marginata;7;14.64225476
4;16;536;Goniorrhachis marginata;5;7.448451337
4;16;537;Goniorrhachis marginata;6;8.021409132
4;16;538;Lachesiodendron viridiflorum;5;11.01352206
4;16;539;Lachesiodendron viridiflorum;6;11.07718404
4;16;540;morta;5;15.69267739
4;16;541;Goniorrhachis marginata;4;4.997465213
4;16;542;Guapira opposita;4;7.321127382
4;16;543;Magonia pubescens;4;5.092958179
4;16;544;Magonia pubescens;5;10.88619811
4;16;545;morta;5;15.27887454
4;16;546;Goniorrhachis marginata;6;11.14084602
4;16;547;Goniorrhachis marginata;4;9.867606472
4;16;548;Goniorrhachis marginata;4;10.82253613
4;16;549;Lachesiodendron viridiflorum;5;10.82253613
4;16;550;Lachesiodendron viridiflorum;4;4.997465213
4;16;550;Lachesiodendron viridiflorum;4;5.411268065
4;16;550;Lachesiodendron viridiflorum;4;4.997465213
4;16;551;Goniorrhachis marginata;4;7.639437268
4;16;552;morta;2;4.997465213
4;16;553;Lachesiodendron viridiflorum;4;5.092958179
4;16;554;Lachesiodendron viridiflorum;5;4.997465213
4;16;555;Goniorrhachis marginata;4;5.411268065
4;16;556;Handroanthus selachidentatus;4.5;6.68450761
4;16;556;Handroanthus selachidentatus;4.5;5.252113122
4;16;557;Magonia pubescens;4.5;7.321127382
4;16;558;Lachesiodendron viridiflorum;5;5.729577951
4;16;559;Guapira opposita;4;5.411268065
4;16;560;Acosmium diffusissimum;5.5;7.002817496
4;16;561;Handroanthus selachidentatus;5;7.639437268
4;16;562;Handroanthus selachidentatus;4.5;8.912676813
4;16;563;Alseis sertaneja;4;6.366197724
4;16;564;Magonia pubescens;4;8.594366927
4;16;564;Magonia pubescens;4;7.321127382
4;16;564;Magonia pubescens;4;6.366197724
4;16;565;Goniorrhachis marginata;5;6.366197724
4;16;566;Magonia pubescens;5;12.73239545
4;16;566;Magonia pubescens;5;7.321127382
4;16;566;Magonia pubescens;5;5.092958179
4;16;567;Acosmium diffusissimum;4;5.092958179
4;16;568;Handroanthus selachidentatus;5;23.36394565
4;16;568;Handroanthus selachidentatus;4;7.384789359
4;16;569;Magonia pubescens;6;7.002817496
4;16;570;Aspidosperma pyrifolium;3;5.156620156
4;17;803;Goniorrhachis marginata;8.5;5
4;17;804;Parapiptadenia zehntneri;4;33.19972113
4;17;805;Parapiptadenia zehntneri;4;6.207042781
4;17;806;Goniorrhachis marginata;7;7.639437268
4;17;807;Goniorrhachis marginata;4.5;22.75915686
4;17;808;Goniorrhachis marginata;7;7.480282325
4;17;809;Cordia incognita;4;21.2631004
4;17;810;morta;2.5;7.321127382
4;17;811;Goniorrhachis marginata;7;9.708451529
4;17;812;morta;4.5;13.36901522
4;17;813;Goniorrhachis marginata;4.5;7.384789359
4;17;814;Acosmium diffusissimum;4.5;6.143380803
4;17;815;morta;5;6.047887837
4;17;816;Goniorrhachis marginata;13;4.456338407
4;17;817;morta;4;18.62112834
4;17;818;Goniorrhachis marginata;4;5.729577951
4;17;819;morta;6.5;5.092958179
4;17;820;morta;2;11.14084602
4;17;821;Dalbergia cearensis;4;9.867606472
4;17;822;Piptadenia stipulacea;4.5;5.729577951
4;17;823;Parapiptadenia zehntneri;6;5.729577951
4;17;824;morta;4;6.047887837
4;17;825;Piptadenia stipulacea;5;6.366197724
4;17;826;Goniorrhachis marginata;6;5.092958179
4;17;827;Acosmium diffusissimum;6;5.53859202
4;17;828;Goniorrhachis marginata;5;7.321127382
4;17;829;morta;4;6.207042781
4;17;830;Piptadenia stipulacea;6;17.18873385
4;17;831;morta;4.5;7.798592212
4;17;832;morta;4;6.366197724
4;17;833;morta;4;5.252113122
4;17;834;Acosmium diffusissimum;5;11.14084602
4;17;835;Acosmium diffusissimum;5;14.00563499
4;17;836;Acosmium diffusissimum;5;8.912676813
4;17;837;morta;6;14.96056465
4;17;838;Acosmium diffusissimum;4;11.77746579
4;17;839;Handroanthus selachidentatus;6;5.092958179
4;17;840;Parapiptadenia zehntneri;4;12.09577567
4;17;841;Piptadenia stipulacea;5;6.366197724
4;18;842;Goniorrhachis marginata;4;5.729577951
4;18;843;Commiphora leptophloeos;6;5.092958179
4;18;844;Anadenanthera colubrina;7;11.01352206
4;18;845;Dalbergia cearensis;4;11.71380381
4;18;846;morta;4;7.639437268
4;18;847;Goniorrhachis marginata;4.5;9.867606472
4;18;848;Goniorrhachis marginata;4;8.403380995
4;18;849;Goniorrhachis marginata;7;6.047887837
4;18;850;Goniorrhachis marginata;7;13.05070533
4;18;850;Goniorrhachis marginata;7;15.6608464
4;18;851;Piptadenia stipulacea;4;12.73239545
4;18;852;morta;4;4.997465213
4;18;853;Goniorrhachis marginata;5;14.00563499
4;18;854;Goniorrhachis marginata;7;6.366197724
4;18;855;Parapiptadenia zehntneri;6;11.77746579
4;18;856;Machaerium acutifolium;5;9.549296586
4;18;857;Platymiscium floribundum;4;7.957747155
4;18;858;Goniorrhachis marginata;4.5;6.175211792
4;18;859;Goniorrhachis marginata;4;6.016056849
4;18;859;Goniorrhachis marginata;4;5.729577951
4;18;860;Goniorrhachis marginata;7;5.188451145
4;18;861;Piptadenia stipulacea;4;10.82253613
4;18;862;Goniorrhachis marginata;9;5.092958179
4;18;862;Goniorrhachis marginata;9;11.77746579
4;18;863;Goniorrhachis marginata;5;8.594366927
4;18;864;Goniorrhachis marginata;5;7.639437268
4;18;865;Lachesiodendron viridiflorum;8;8.116902098
4;18;866;Goniorrhachis marginata;6;19.09859317
4;18;867;Goniorrhachis marginata;6;7.448451337
4;18;867;Goniorrhachis marginata;6;7.639437268
4;18;868;Schinopsis brasiliensis;8;7.480282325
4;18;869;Acosmium diffusissimum;4;23.23662169
4;18;870;morta;8;6.047887837
4;18;871;Goniorrhachis marginata;5;17.82535363
4;18;872;Acosmium diffusissimum;5;6.366197724
4;18;873;Goniorrhachis marginata;6;9.071831756
4;18;874;Acosmium diffusissimum;4;5.411268065
4;18;874;Acosmium diffusissimum;4;6.238873769
4;18;875;Acosmium diffusissimum;4.5;5.411268065
4;18;876;Acosmium diffusissimum;5;7.321127382
4;18;876;Acosmium diffusissimum;5;9.230986699
4;18;877;Acosmium diffusissimum;5;7.957747155
4;18;878;Acosmium diffusissimum;4.5;6.047887837
4;18;879;Goniorrhachis marginata;5;7.703099246
4;18;880;morta;5;5.411268065
4;18;881;morta;4;14.32394488
4;18;882;Piptadenia stipulacea;5;7.321127382
4;18;883;morta;5;6.366197724
4;18;883;morta;5;13.68732511
4;18;884;Piptadenia stipulacea;6;13.68732511
4;18;885;Goniorrhachis marginata;5;6.047887837
4;18;886;Goniorrhachis marginata;4;7.480282325
4;18;887;Goniorrhachis marginata;7.5;6.047887837
4;18;887;Goniorrhachis marginata;7.5;14.96056465
4;18;887;Goniorrhachis marginata;7.5;9.67662054
4;18;888;Platymiscium floribundum;4;8.97633879
4;18;889;Acosmium diffusissimum;7;5.092958179
4;18;890;Piptadenia stipulacea;5;14.96056465
4;18;890;Piptadenia stipulacea;5;5.729577951
4;18;891;morta;4;4.774648293
4;18;892;Goniorrhachis marginata;6.5;12.73239545
4;19;893;morta;5;10.50422624
4;19;894;Cordia incognita;4;13.05070533
4;19;895;morta;4;8.594366927
4;19;896;Goniorrhachis marginata;10;4.456338407
4;19;897;morta;6;17.98450857
4;19;897;morta;6;5.092958179
4;19;898;Acosmium diffusissimum;4;5.570423008
4;19;899;morta;4;6.68450761
4;19;900;Manihot caerulescens;6;7.321127382
4;19;901;morta;2;7.639437268
4;19;902;Acosmium diffusissimum;4;9.549296586
4;19;903;morta;5;5.092958179
4;19;904;morta;2;5.411268065
4;19;905;Handroanthus selachidentatus;5;5.729577951
4;19;905;Handroanthus selachidentatus;5;11.20450799
4;19;905;Handroanthus selachidentatus;5;6.366197724
4;19;905;Handroanthus selachidentatus;5;6.780000576
4;19;906;Piptadenia stipulacea;5;6.493521678
4;19;907;Manihot caerulescens;5;5.092958179
4;19;908;Piptadenia stipulacea;4;6.366197724
4;19;909;morta;4;5.092958179
4;19;910;morta;4;7.002817496
4;19;911;Piptadenia stipulacea;4;6.68450761
4;19;912;Piptadenia stipulacea;7;5.729577951
4;19;913;morta;4;9.549296586
4;19;914;Acosmium diffusissimum;6;5.729577951
4;19;915;Goniorrhachis marginata;8;7.480282325
4;19;916;Handroanthus selachidentatus;6;15.27887454
4;19;917;morta;4;12.5732405
4;19;918;morta;5;5.092958179
4;19;918;morta;3;6.366197724
4;19;919;Cordia incognita;4;5.729577951
4;19;920;morta;3;6.366197724
4;19;921;Acosmium diffusissimum;6;6.366197724
4;19;922;Goniorrhachis marginata;7;9.612958563
4;19;923;Piptadenia stipulacea;7;9.549296586
4;19;924;Acosmium diffusissimum;6;9.103662745
4;19;925;Aspidosperma pyrifolium;6;6.366197724
4;19;926;Lachesiodendron viridiflorum;6;10.18591636
4;19;927;morta;3;11.30000096
4;19;928;Goniorrhachis marginata;7;4.933803236
4;19;929;morta;5;9.549296586
4;19;929;morta;5;6.68450761
4;19;930;morta;1.5;5.092958179
4;19;931;morta;6;4.774648293
4;19;932;morta;5;5.092958179
4;19;933;Manihot caerulescens;6;7.002817496
4;19;934;Piptadenia stipulacea;4;5.729577951
4;19;935;Acosmium diffusissimum;6;4.456338407
4;19;936;Acosmium diffusissimum;6;7.321127382
4;19;937;morta;4;8.148733086
4;19;938;Cordia incognita;6;11.61831085
4;19;939;morta;5;7.703099246
4;19;940;morta;4.5;6.68450761
4;19;941;Handroanthus selachidentatus;4;5.570423008
4;19;942;morta;5;5.729577951
4;19;943;morta;3;7.321127382
4;19;944;morta;4;5.729577951
4;19;945;Goniorrhachis marginata;8;5.092958179
4;19;946;Lachesiodendron viridiflorum;4;9.549296586
4;19;947;morta;4;4.456338407
4;19;948;Cordia incognita;5;5.092958179
4;19;949;Acosmium diffusissimum;6;5.092958179
4;19;950;Handroanthus selachidentatus;5;8.785352859
4;19;951;morta;4;9.485634608
4;19;952;morta;5;5.092958179
4;19;953;Piptadenia stipulacea;5;5.729577951
4;19;954;morta;5;5.729577951
4;19;955;Cordia incognita;5;12.73239545
4;19;956;Piptadenia stipulacea;5;6.366197724
4;19;957;Acosmium diffusissimum;5;9.931268449
4;20;958;Goniorrhachis marginata;8;6.175211792
4;20;959;Commiphora leptophloeos;8;17.82535363
4;20;960;morta;5;30.39859413
4;20;961;Commiphora leptophloeos;6;8.435211984
4;20;962;morta;4;12.41408556
4;20;963;Terminalia fagifolia;6;7.321127382
4;20;963;Terminalia fagifolia;6;5.411268065
4;20;963;Terminalia fagifolia;6;5.252113122
4;20;963;Terminalia fagifolia;6;6.366197724
4;20;963;Terminalia fagifolia;6;9.612958563
4;20;963;Terminalia fagifolia;6;7.639437268
4;20;964;Goniorrhachis marginata;7;10.82253613
4;20;965;Platymiscium floribundum;4;14.96056465
4;20;966;morta;4;5.092958179
4;20;967;Handroanthus selachidentatus;6;5.729577951
4;20;967;Handroanthus selachidentatus;6;8.276057041
4;20;967;Handroanthus selachidentatus;6;7.957747155
4;20;968;morta;5;8.785352859
4;20;969;morta;6;5.729577951
4;20;970;Commiphora leptophloeos;8;10.18591636
4;20;971;Tachigali vulgaris;7;28.64788976
4;20;972;morta;5;10.82253613
4;20;973;Sapium glandulosum;5;5.729577951
4;20;974;Handroanthus selachidentatus;5;6.047887837
4;20;974;Handroanthus selachidentatus;5;15.27887454
4;20;975;Goniorrhachis marginata;8;11.14084602
4;20;976;morta;4;13.36901522
4;20;977;Acosmium diffusissimum;5;5.411268065
4;20;978;Goniorrhachis marginata;9;10.50422624
4;20;979;Commiphora leptophloeos;6;15.59718442
4;20;980;Goniorrhachis marginata;8;10.82253613
4;20;981;morta;4;11.4591559
4;20;982;Goniorrhachis marginata;7;5.729577951
4;20;983;morta;2;9.549296586
4;20;984;Goniorrhachis marginata;4;7.002817496
4;20;985;Goniorrhachis marginata;8;6.207042781
4;20;986;morta;2;11.4591559
4;20;987;morta;4;6.366197724
4;20;988;Goniorrhachis marginata;6;8.276057041
4;23;697;Hymenaea courbaril;4;5.092958179
4;23;697;Hymenaea courbaril;5.5;9.867606472
4;23;698;Hymenaea courbaril;4.5;4.647324338
4;23;699;Hymenaea courbaril;5.5;9.867606472
4;23;700;Hymenaea courbaril;5;8.276057041
4;23;701;Simarouba amara;3;5.729577951
4;23;701;Simarouba amara;3;5.411268065
4;23;702;Oxandra sessiliflora;3;4.901972247
4;23;702;Oxandra sessiliflora;3;4.13802852
4;23;702;Oxandra sessiliflora;3;5.092958179
4;23;703;Simarouba amara;3.5;6.175211792
4;23;704;morta;3;5.729577951
4;23;705;Simarouba amara;3.5;5.092958179
4;23;706;Hymenaea courbaril;5;7.957747155
4;23;706;Hymenaea courbaril;5;6.68450761
4;23;707;Hymenaea courbaril;4.5;6.366197724
4;23;708;Hymenaea courbaril;4.5;5.920563883
4;23;709;Hymenaea courbaril;5;7.321127382
4;23;710;Hymenaea courbaril;5;8.085071109
4;23;711;Hymenaea courbaril;4.5;5.602253997
4;23;712;Hymenaea courbaril;5;7.225634416
4;23;713;Hymenaea courbaril;5;8.594366927
4;23;713;Hymenaea courbaril;5;7.639437268
4;23;714;Hymenaea courbaril;5.5;8.626197916
4;23;715;Oxandra sessiliflora;5;6.366197724
4;23;715;Oxandra sessiliflora;5;5.092958179
4;23;715;Oxandra sessiliflora;5;5.856901906
4;23;715;Oxandra sessiliflora;5;5.092958179
4;23;715;Oxandra sessiliflora;5;5.570423008
4;23;716;Oxandra sessiliflora;4;5.347606088
4;23;717;Hymenaea courbaril;6;8.148733086
4;23;717;Hymenaea courbaril;6;7.671268257
4;23;718;Hymenaea courbaril;6;8.689859893
4;23;719;Hymenaea courbaril;6;6.525352667
4;23;720;Oxandra sessiliflora;4;4.997465213
4;23;721;Oxandra sessiliflora;4.5;5.729577951
4;23;721;Oxandra sessiliflora;4.5;5.570423008
4;23;721;Oxandra sessiliflora;4.5;5.092958179
4;23;722;Hymenaea courbaril;4;5.570423008
4;23;722;Hymenaea courbaril;4;5.092958179
4;23;723;Hymenaea courbaril;4;5.06112719
4;23;724;Hymenaea courbaril;5.5;5.570423008
4;23;724;Hymenaea courbaril;5.5;5.347606088
4;23;725;Hymenaea courbaril;6;6.366197724
4;23;726;Oxandra sessiliflora;5;7.002817496
4;23;726;Oxandra sessiliflora;5;4.774648293
4;23;727;Simarouba amara;4.5;5.856901906
4;23;728;Hymenaea courbaril;6;6.207042781
4;23;728;Hymenaea courbaril;6;5.729577951
4;23;729;Hymenaea courbaril;4.5;7.002817496
4;23;730;Hymenaea courbaril;5;5.570423008
4;23;731;Hymenaea courbaril;5;5.602253997
4;23;732;Hymenaea courbaril;5;7.161972439
4;23;733;Hymenaea courbaril;4.5;6.68450761
4;23;733;Hymenaea courbaril;4.5;7.862254189
4;23;734;Hymenaea courbaril;4;5.729577951
4;23;735;Hymenaea courbaril;4.5;5.092958179
4;23;736;Hymenaea courbaril;4.5;5.092958179
4;23;737;Hymenaea courbaril;5;9.549296586
4;23;738;Hymenaea courbaril;5.5;7.321127382
4;23;738;Hymenaea courbaril;5.5;6.207042781
4;23;738;Hymenaea courbaril;5.5;5.729577951
4;23;739;Oxandra sessiliflora;4;5.411268065
4;23;739;Oxandra sessiliflora;4;5.856901906
4;23;740;Brosimum gaudichaudii;4;5.092958179
4;23;741;Hymenaea courbaril;4.5;6.46169069
4;23;742;Hymenaea courbaril;5;9.549296586
4;23;743;Simarouba amara;3.5;5.634084985
4;23;744;Oxandra sessiliflora;4;5.729577951
4;23;745;Hymenaea courbaril;5;8.05324012
4;23;746;Hymenaea courbaril;5;8.276057041
4;23;747;Simarouba amara;4;5.411268065
4;23;748;Simarouba amara;4;5.411268065
4;24;749;Ximenia americana;4.5;5.411268065
4;24;750;Aspidosperma pyrifolium;4;5.888732894
4;24;750;Aspidosperma pyrifolium;4;5.411268065
4;24;751;Hymenaea courbaril;6;9.230986699
4;24;751;Hymenaea courbaril;6;10.50422624
4;24;752;Brosimum gaudichaudii;4;7.002817496
4;24;753;Brosimum gaudichaudii;4;5.06112719
4;24;754;Aspidosperma pyrifolium;5;8.276057041
4;24;755;Hymenaea courbaril;4.5;7.321127382
4;24;756;Hymenaea courbaril;5.5;11.14084602
4;24;757;Hymenaea courbaril;5;9.867606472
4;24;758;Hymenaea courbaril;3.5;5.411268065
4;24;759;Brosimum gaudichaudii;4;5.570423008
4;24;760;Cenostigma macrophyllum;4;5.729577951
4;24;761;Brosimum gaudichaudii;4.5;6.047887837
4;24;762;Hymenaea courbaril;6;6.175211792
4;24;762;Hymenaea courbaril;6;4.774648293
4;24;763;Hymenaea courbaril;4;7.002817496
4;24;764;Aspidosperma pyrifolium;4.5;5.029296202
4;24;765;Brosimum gaudichaudii;4;5.252113122
4;24;766;Brosimum gaudichaudii;4;4.997465213
4;24;767;Brosimum gaudichaudii;5;4.997465213
4;24;768;Brosimum gaudichaudii;4;4.997465213
4;24;769;Hymenaea courbaril;4;5.252113122
4;24;770;Hymenaea courbaril;4;4.997465213
4;24;771;Brosimum gaudichaudii;4.5;5.411268065
4;24;772;Brosimum gaudichaudii;5;5.092958179
4;24;772;Brosimum gaudichaudii;5;5.252113122
4;24;773;Brosimum gaudichaudii;4;5.092958179
4;24;774;Brosimum gaudichaudii;4.5;7.321127382
4;24;775;Brosimum gaudichaudii;4;7.002817496
4;24;776;Brosimum gaudichaudii;6;7.894085177
4;24;777;Brosimum gaudichaudii;5;7.002817496
4;24;777;Brosimum gaudichaudii;5;6.366197724
4;24;778;Brosimum gaudichaudii;4;4.774648293
4;24;779;Oxandra sessiliflora;4;5.029296202
4;24;780;Brosimum gaudichaudii;4;4.997465213
4;24;780;Brosimum gaudichaudii;4;4.997465213
4;24;781;Brosimum gaudichaudii;4.5;5.092958179
4;24;782;Hymenaea courbaril;6;10.50422624
4;24;782;Hymenaea courbaril;6;9.708451529
4;24;782;Hymenaea courbaril;6;9.867606472
4;24;783;Hymenaea courbaril;4.5;4.997465213
4;24;784;Hymenaea courbaril;6;9.803944494
4;24;785;Hymenaea courbaril;6;7.957747155
4;24;786;Hymenaea courbaril;5;7.957747155
4;24;786;Hymenaea courbaril;5;6.843662553
4;24;787;Aspidosperma pyrifolium;5;5.092958179
4;24;788;Oxandra sessiliflora;4;5.092958179
4;24;789;Oxandra sessiliflora;4;5.156620156
4;24;790;Hymenaea courbaril;6;8.276057041
4;24;791;Hymenaea courbaril;6;8.212395064
4;24;792;Hymenaea courbaril;5;6.68450761
4;24;793;Hymenaea courbaril;5;6.939155519
4;24;794;Aspidosperma pyrifolium;4;5.347606088
4;24;795;Hymenaea courbaril;3;5.347606088
4;24;796;Hymenaea courbaril;6;7.321127382
4;24;797;Hymenaea courbaril;6;7.321127382
4;24;798;Aspidosperma pyrifolium;5;6.366197724
4;24;799;Hymenaea courbaril;4.5;5.220282133
4;24;800;Hymenaea courbaril;5;8.75352187
4;24;801;Hymenaea courbaril;5;7.321127382
4;24;802;Hymenaea courbaril;5;5.888732894
4;26;1130;morta;4;5.729577951
4;26;1131;Guapira obtusata;4;6.939155519
4;26;1132;Apuleia leiocarpa;6;11.30000096
4;26;1133;morta;4;5.888732894
4;26;1134;Lachesiodendron viridiflorum;4.5;6.525352667
4;26;1135;morta;4;5.729577951
4;26;1136;Lachesiodendron viridiflorum;4.5;8.785352859
4;26;1136;Lachesiodendron viridiflorum;5;7.130141451
4;26;1137;Myrcia guianensis;4;4.997465213
4;26;1138;morta;4;9.103662745
4;26;1139;morta;4;11.4591559
4;26;1140;Myrcia guianensis;4.5;5.888732894
4;26;1141;Pseudopiptadenia brenanii;4.5;11.4591559
4;26;1142;morta;4;9.549296586
4;26;1143;Myrcia guianensis;4;5.729577951
4;26;1144;Pseudopiptadenia brenanii;4;5.092958179
4;26;1145;morta;4.5;5.729577951
4;26;1146;Pseudopiptadenia brenanii;5;9.390141642
4;26;1147;morta;5;8.403380995
4;26;1148;morta;4;11.58647986
4;26;1149;Pseudopiptadenia brenanii;5;6.525352667
4;26;1150;Pseudopiptadenia brenanii;5;6.525352667
4;26;1151;Pseudopiptadenia brenanii;4;6.780000576
4;26;1152;Pseudopiptadenia brenanii;4;6.302535746
4;26;1153;Pseudopiptadenia brenanii;4;8.116902098
4;26;1153;Pseudopiptadenia brenanii;4;6.047887837
4;26;1154;Pseudopiptadenia brenanii;4;7.002817496
4;26;1155;Pseudopiptadenia brenanii;6;12.79605742
4;26;1156;Pseudopiptadenia brenanii;4;5.53859202
4;26;1157;Pseudopiptadenia brenanii;5;5.602253997
4;26;1157;Pseudopiptadenia brenanii;5;5.729577951
4;26;1158;Myrcia guianensis;4;7.066479473
4;26;1159;morta;2;6.047887837
4;26;1160;Pseudopiptadenia brenanii;5.5;12.22309963
4;26;1161;Albizia polycephala;5.5;9.549296586
4;26;1162;Pseudopiptadenia brenanii;4;5.729577951
4;26;1163;Sapium glandulosum;6;14.96056465
4;26;1164;morta;3;4.997465213
4;26;1165;morta;5;11.77746579
4;26;1165;morta;5;10.18591636
4;26;1166;morta;5;6.68450761
4;26;1167;Pseudopiptadenia brenanii;4.5;10.18591636
4;26;1168;Sapium glandulosum;4;5.729577951
4;26;1169;Myrcia guianensis;4;6.525352667
4;26;1169;Myrcia guianensis;4;5.411268065
4;26;1170;Pseudopiptadenia brenanii;6;10.6315502
4;26;1170;Pseudopiptadenia brenanii;6;12.60507149
4;26;1170;Pseudopiptadenia brenanii;6;7.321127382
4;26;1171;Pseudopiptadenia brenanii;5;9.390141642
4;26;1172;Pseudopiptadenia brenanii;3;5.729577951
4;26;1173;Pseudopiptadenia brenanii;5;12.54140952
4;26;1174;Pseudopiptadenia brenanii;4;7.225634416
4;26;1175;Pseudopiptadenia brenanii;6;16.55211408
